question,answer_choices,correct_choices,data_source
Hash tables can contribute to an efficient average-case solution for all of the problems described below EXCEPT:,"(A) Counting distinct values: Given a set of n keys, determine the number of distinct key values.
(B) Dynamic dictionary: Support the operations of insert, delete, and search in a dictionary.
(C) Range search: Given values a and b, find all the records whose key value is in the range a, b.
(D) Symbol table lookup: Given a program identifier, find its type and address.",C,mmlu_mc_cot
"Nickel (Z = 28, A = 59) has a first ionization energy of 737 kJ/mol and a boiling point of 2913 °C, while Pt (Z = 78, A = 195) has a first ionization energy of 870 kJ/mol and a boiling point of 3825 °C. Which of the following are the most reasonable values of ionization energy and boiling point for palladium?","(A) -200 kJ/mol and 3524 °C
(B) 795 kJ/mol and 2436 °C
(C) 804 kJ/mol and 2963 °C
(D) 932 kJ/mol and 3416 °C",C,mmlu_mc_cot
What is the genetic structure of rotavirus?,"(A) Circular DNA containing virus
(B) RNA virus with RT
(C) ds RNA virus
(D) ds RNA virus in segments",B,mmlu_mc_cot
"When the graph of a certain function $f(x)$ is shifted $2$ units to the right and stretched vertically by a factor of $2$ (meaning that all $y$-coordinates are doubled), the resulting figure is identical to the original graph. Given that $f(0)=0.1$, what is $f(10)$?","(A) 0.01
(B) 1
(C) 32
(D) 3.2",D,mmlu_mc_cot
" Which of the given formulas of PL is the best symbolization of the following sentence?
If either Harry enrolls or George does not enroll, then Jim enrolls.","(A) H ∨ (~G ⊃ J)
(B) ~(H ∨ G) ⊃ J
(C) (H ∨ ~G) ⊃ J
(D) (H ⊃ ~G) ∨ J",C,mmlu_mc_cot
"The factors, both of which will increase the magnetic field strength of an electromagnet, are","(A) increased electrical current and fewer coils of wire
(B) increased diameter of coil and an increase in the number of coils
(C) an increase in the electrical current and using a strong ferromagnetic material like iron
(D) using an air core instead of iron and increasing the diameter of the coil",C,mmlu_mc_cot
Why did the solar nebula heat up as it collapsed?,"(A) Collisions among planetesimals generated friction and heat.
(B) Radiation from other nearby stars that had formed earlier heated the nebula.
(C) The shock wave from a nearby supernova heated the gas.
(D) As the cloud shrank its gravitational potential energy was converted to kinetic energy and then into thermal energy.",D,mmlu_mc_cot
"_____ is a key driving force shaping the current and future state of business ethics, in particular regarding _____, ______ and _____ related issues.","(A) Globalisation, Cultural, Legal, Accountability
(B) Nationalisation, Cultural, Environmental, Accountability
(C) Privatisation, Cultural, Legal, Accountability
(D) Globalisation, Technological, Financial, Accountability",A,mmlu_mc_cot
What is intuitive decision making based on?,"(A) Guesswork
(B) Gambling
(C) Instinct
(D) Rationality",C,mmlu_mc_cot
Most people who are suicidal are more dangerous to themselves,"(A) during the first few days after starting antidepressant medication
(B) just before beginning antidepressant medication
(C) as they begin to recover from their depression
(D) when the onset of the depression is rapid",C,mmlu_mc_cot
A marine ecosystem region characterized by penetrance of solar radiation and upwelling of nutrients is the,"(A) bathyl zone
(B) neritic zone
(C) pelagic zone
(D) benthyl zone",B,mmlu_mc_cot
"Statement 1| Support vector machines, like logistic regression models, give a probability distribution over the possible labels given an input example. Statement 2| We would expect the support vectors to remain the same in general as we move from a linear kernel to higher order polynomial kernels.","(A) True, True
(B) False, False
(C) True, False
(D) False, True",B,mmlu_mc_cot
"Heterosexual fantasies about sexual activity never involve someone _________, and gay and lesbian fantasies never involve persons of __________","(A) Both heterosexual and homosexual fantasies may involve persons of the same or other gender
(B) of the other gender; of the same gender
(C) of the same gender; of the same gender
(D) of the same gender; of the other gender",A,mmlu_mc_cot
________ is most common to political campaigns because it focuses on raising the public's awareness about a particular person in hopes they will either support or not support the person.,"(A) Product-oriented advertising
(B) Idea-oriented advertising
(C) Person-oriented advertising
(D) Platform-oriented advertising",C,mmlu_mc_cot
Which of the following activities is not an element of a CPA firm's quality control system to be considered in establishing quality control policies and procedures?,"(A) Deciding whether to accept or continue a client relationship.
(B) Selecting personnel for advancement who have the necessary qualifications.
(C) Assessing a client's ability to establish effective internal controls.
(D) Monitoring the effectiveness of professional development activities.",C,mmlu_mc_cot
Which pair of expressions is equivalent for any variable value greater than zero?,"(A) 3(x+2) and 3x+2
(B) 4d+ 2e and 8d+e
(C) f+f+f+g and 3fg
(D) b+b+3c and 2b+ 3c",D,mmlu_mc_cot
"This question refers to the following information.
""Indeed, as both the fatwas of distinguished [scholars] who base their opinion on reason and tradition alike and the consensus of the Sunni community agree that the ancient obligation of extirpation, extermination, and expulsion of evil innovation must be the aim of our exalted aspiration, for ""Religious zeal is a victory for the Faith of God the Beneficent""; then, in accordance with the words of the Prophet (Peace upon him!) ""Whosoever introduces evil innovation into our order must be expelled"" and ""Whosoever does aught against our order must be expelled,"" action has become necessary and exigent…""
Letter from Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514
The Safavids drew the ire of Islamic empires such as the Ottoman and the Mughal Empires primarily because the Safavids","(A) were an expansionist empire geographically located between two other expansionists
(B) rejected the central tenets of Islam
(C) enslaved Christians, and turned them into Safavid fighters
(D) Ismail proclaimed himself to be a Caliph",A,mmlu_mc_cot
Which of the following is a feature of X-linked dominant inheritance?,"(A) Parental consanguinity
(B) Male to male transmission
(C) Transmission only by females
(D) Transmitted by males only to females",D,mmlu_mc_cot
The main reason given by men and women for their long lasting marriage is that,"(A) They are best friends
(B) They must fulfill their vows
(C) They agree on almost everything
(D) They owe it to their children",A,mmlu_mc_cot
What is the pH of a solution prepared by dissolving 0.1665 mole of hypochlorous acid (HClO) in enough water to make 500 mL of solution? The Ka is 3.0 × 10^-4,"(A) 1
(B) 2
(C) 5.4 × 10^-3
(D) 1.76",B,mmlu_mc_cot
"As a blinking light source approaching you gains speed, you see the frequency of flashes","(A) increase.
(B) decrease.
(C) remain unchanged.
(D) None of these.",A,mmlu_mc_cot
"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery","(A) depended on the small group of African Americans receiving the same thorough and extensive education as the most talented White Americans were able to access
(B) involved their use of skills they already had from farming, domestic work, and labors of rural life rather than being forced to learn new skills in the late 1800s
(C) required that they be trained and prepared as craftspeople and service employees so they could become immediately self-sufficient
(D) required them to move to large cities where they would be accepted as equals in government, religion, and education",A,mmlu_mc_cot
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?","(A) Shabad
(B) Khalse
(C) Nam
(D) Guru",A,mmlu_mc_cot
"Statement 1 | If K is a nonzero subgroup of a finitely generated free abelian group, then K is free abelian. Statement 2 | If K is a nonzero subgroup of a finitely generated free abelian group, then G / K is free abelian.","(A) True, True
(B) False, False
(C) True, False
(D) False, True",C,mmlu_mc_cot
The region bounded by the x-axis and the function f(x) = x/(1 + x^3) is rotated about the x-axis. What is the volume of the solid generated?,"(A) π/3
(B) π/4
(C) π
(D) 2π",A,mmlu_mc_cot
What is the constitutive theory of recognition?,"(A) Recognition is determinative of statehood
(B) Recognition requires constitutional approval by third nations
(C) Recognition requires that the constitution of the recognised State includes sufficient human rights guarantees
(D) Countries wishing to be recognised must possess a valid constitution",A,mmlu_mc_cot
About how many people are infected by HIV/AIDS as of 2020?,"(A) 3 million
(B) 14 million
(C) 42 million
(D) 124 million",C,mmlu_mc_cot
Relative error is same as,"(A) ratio of absolute error and true value.
(B) absolute error.
(C) true error.
(D) none of the above.",A,mmlu_mc_cot
One message that Nathanson argues we can send by abolishing the death penalty is that,"(A) we respect the dignity of human life.
(B) there are some penalties worse than death.
(C) there is no punishment that is proportional to murder.
(D) none of the above",A,mmlu_mc_cot
What one of the following is not a characteristic of the job characteristics model?,"(A) Task identity
(B) Autonomy
(C) Reward
(D) Feedback",C,mmlu_mc_cot
Which of the following is not an abnormal breathing pattern seen in head injury and altered conscious level?,"(A) Cheyne-Stokes respiration.
(B) Anaerobic respiration.
(C) Hyperventilation.
(D) Ataxic breathing.",B,mmlu_mc_cot
Epictetus claims that things within our power are __________ and things not in our power are __________.,"(A) free and unhindered; free and unhindered
(B) free and unhindered; servile and subject to hindrance
(C) servile and subject to hindrance; free and unhindered
(D) servile and subject to hindrance; servile and subject to hindrance",B,mmlu_mc_cot
"A programmer wrote the code segment below to display the average of all the elements in a list called numbers. There is always at least one number in the list.
 Line 1: count ← 0
 Line 2: sum ← 0
 Line 3: FOR EACH value IN numbers
 Line 4: {
 Line 5: count ← count + 1
 Line 6: sum ← sum + value
 Line 7: average ← sum / count
 Line 8: }
 Line 9: DISPLAY (average)

 The programmer wants to reduce the number of operations that are performed when the program is run. Which change will result in a correct program with a reduced number of operations performed?","(A) Interchanging line 1 and line 2
(B) Interchanging line 5 and line 6
(C) Interchanging line 6 and line 7
(D) Interchanging line 7 and line 8",D,mmlu_mc_cot
"DNA polymerase creates new DNA by adding complimentary nucleotides to a template strand from the original double-stranded DNA. If a section of the template strand had a ration of 3:2 of A:T bases, what is the ration of A:T in the newly synthesized complimentary strand of DNA?","(A) 3:02
(B) 1:01
(C) 2:03
(D) cannot be determined",C,mmlu_mc_cot
Statement 1| Word2Vec parameters were not initialized using a Restricted Boltzman Machine. Statement 2| The tanh function is a nonlinear activation function.,"(A) True, True
(B) False, False
(C) True, False
(D) False, True",A,mmlu_mc_cot
"A 3-microfarad capacitor is connected in series with a 6-microfarad capacitor. When a 300-volt potential difference is applied across this combination, the total energy stored in the two capacitors is","(A) 0.09 J
(B) 0.18 J
(C) 0.27 J
(D) 0.41 J",A,mmlu_mc_cot
What is a succession plan?,"(A) Dismissing an employee for a more favourable employee
(B) A formal process of planning to fill a role that will become vacant
(C) A vote of no confidence in a board member
(D) The formal process of acquiring a new staff member",B,mmlu_mc_cot
Why is there so much uncertainty over which states have nuclear weapons?,"(A) Leaders have incentives to lie
(B) If leaders revealed their programs, they would be more likely to be attacked
(C) Leaders will not always grant foreign monitors access to their nuclear programs
(D) ALL of the above",D,mmlu_mc_cot
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I showed up to a beach party naked. Scenario 2 | I had leftover fish so I microwaved it at home.","(A) Wrong, Wrong
(B) Wrong, Not wrong
(C) Not wrong, Wrong
(D) Not wrong, Not wrong",B,mmlu_mc_cot
"According to Baier’s theory, the second step in assessing whether an action is morally permissible is to find out:","(A) whether it is forbidden by a moral rule of one’s group.
(B) whether the moral rule forbidding it is a genuine moral rule.
(C) whether it is forbidden by a law.
(D) whether one can approve of it.",B,mmlu_mc_cot
"In 1980, an attorney purchased an 80-acre tract in a rural county. The 80-acre tract included the family home, an exquisite mansion built in 1929 by a wealthy industrialist. For many years, the closest town to the tract had been in the grips of economic decline. However, in 1988 and 1989, several large corporations built plant facilities in the local area. By the early 1 990s, prosperity had burst upon the area. To take advantage of the real estate boom, the attorney divided the 80-acre tract into 160 lots. By 1995, the attorney had sold 90 lots to various individual buyers. Each deed contained the following provisions:""It is an express covenant and condition that the property hereby conveyed shall not be used for other than single-family residences. """"The grantor hereby covenants for himself, his heirs, successors, and assigns to insert a similar restriction in all deeds to lots now owned by grantor in the 80- acre tract. ""In 1996, the county board of supervisors purchased from the attorney 30 lots within the 80-acre tract. The board, which had the power of eminent domain, planned to construct a new county pest-control office on the property. The deed of conveyance from the attorney to the county board of supervisors made no mention of the aforesaid restrictions contained in the deeds to other lot owners in the 80-acre tract. The attorney county deed, however, did contain a provision, which stated:""The grantee hereby covenants for itself, its successors, and assigns that this conveyance is made in lieu of the exercise of the power of eminent domain. ""Thereafter, the county enacted a zoning ordinance whereby the 30 lots were rezoned to permit the construction of a pest-control office building. When the county started construction, all the other lot owners in the 80-acre tract brought suit to enjoin the building plan or, in the alternative, to recover damages. If the county board of supervisors, the named defendant, prevails on both counts, it will be because","(A) the power of eminent domain is the equivalent of the power to zone.
(B) the purchase of the 80-acre tract property by a public body with the power of eminent domain is an act of inverse condemnation.
(C) the abrogation of the right to enforce the restrictive covenant is not a compensable taking.
(D) restrictions on the use of land can be enforced only against a buyer whose deed contains the restrictions.",C,mmlu_mc_cot
Suppose that we roll two fair 6-sided dice. What is the probability that the two numbers rolled sum to 4?,"(A) \frac{1}{4}
(B) \frac{1}{12}
(C) \frac{1}{3}
(D) \frac{1}{9}",B,mmlu_mc_cot
The _ad nauseam_ fallacy is,"(A) arguing that something should be done because that's the way it's been done in the past.
(B) arguing that an act should be carried out because it will not have any significant consequences, when there is no evidence of the effects
(C) reasoning that a conclusion is true because it's been claimed so often
(D) reasoning that a claim is true because so many people believe it is true",C,mmlu_mc_cot
"Therapists considering working with elderly persons should especially keep in mind that, on most variables, the elderly","(A) seldom make good candidates for psychotherapy
(B) have very few issues that can be addressed meaningfully in psychotherapy
(C) usually have great difficulty leaning and remembering things
(D) show greater within-age-group differences than younger persons",D,mmlu_mc_cot
Which of these sentences is written in the subjunctive?,"(A) I am not your man
(B) I wish I were your man
(C) Wherefore art your man?
(D) Your man is where?",D,mmlu_mc_cot
What is the meaning of justiciability?,"(A) Justiciability refers to the possibility of enforcement of a particular right by the relevant rights holders
(B) Justiciability refers to the just nature or cause of a particular right
(C) Justiciability refers to the courts' assessment of whether the non-enforcement of a particular rights conforms to principles of justice
(D) Justiciability refers to the obligation of a State to enforce a particular Right",A,mmlu_mc_cot
"If you say an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then you go on to defeat that position and claim to have done significant damage to that arguer's overall argument, you are probably guilty of which of the following fallacies?","(A) genetic fallacy
(B) appeal to emotions
(C) straw person
(D) ignorance of refutation",C,mmlu_mc_cot
Which of the following is a disadvantage of the fixed effects approach to estimating a panel model?,"(A) The model is likely to be technical to estimate
(B) The approach may not be valid if the composite error term is correlated with one or more of the explanatory variables
(C) The number of parameters to estimate may be large, resulting in a loss of degrees of freedom
(D) The fixed effects approach can only capture cross-sectional heterogeneity and not temporal variation in the dependent variable.",C,mmlu_mc_cot
What is a whistleblower?,"(A) Someone who reports illegal or unethical acts
(B) Someone who commits illegal or unethical acts
(C) Someone who benefits from illegal or unethical acts
(D) Someone who devises illegal or unethical acts",A,mmlu_mc_cot
"""The minor premise must affirm the antecedent or deny the consequent"" is a validity requirement of which type of argument?","(A) Toulmin
(B) Categorical
(C) Disjunctive
(D) Conditional (or hypothetical)",D,mmlu_mc_cot
"This question refers to the following information.
First we must remark that the cosmos is spherical in form, partly because this form being a perfect whole requiring no joints, is the most complete of all, partly because it makes the most capacious form, which is best suited to contain and preserve everything; or again because all the constituent parts of the universe, that is the sun, moon and the planets appear in this form; or because everything strives to attain this form, as appears in the case of drops of water and other fluid bodies if they attempt to define themselves. So no one will doubt that this form belongs to the heavenly bodies. …
That the earth is also spherical is therefore beyond question, because it presses from all sides upon its center. Although by reason of the elevations of the mountains and the depressions of the valleys a perfect circle cannot be understood, yet this does not affect the general spherical nature of the earth. …
As it has been already shown that the earth has the form of a sphere, we must consider whether a movement also coincides with this form, and what place the earth holds in the universe. … The great majority of authors of course agree that the earth stands still in the center of the universe, and consider it inconceivable and ridiculous to suppose the opposite. But if the matter is carefully weighed, it will be seen that the question is not yet settled and therefore by no means to be regarded lightly. Every change of place which is observed is due, namely, to a movement of the observed object or of the observer, or to movements of both. … Now it is from the earth that the revolution of the heavens is observed and it is produced for our eyes. Therefore if the earth undergoes no movement this movement must take place in everything outside of the earth, but in the opposite direction than if everything on the earth moved, and of this kind is the daily revolution. So this appears to affect the whole universe, that is, everything outside the earth with the single exception of the earth itself. If, however, one should admit that this movement was not peculiar to the heavens, but that the earth revolved from west to east, and if this was carefully considered in regard to the apparent rising and setting of the sun, the moon and the stars, it would be discovered that this was the real situation.""
Nicolas Copernicus, The Revolutions of the Heavenly Bodies, 1543
From the passage, one may say that Copernicus's argument for a spherical cosmos was based on","(A) observation and induction
(B) ancient textual authority
(C) experimentation
(D) deduction from first principles",A,mmlu_mc_cot
Which of the following school policies is most likely to have a positive impact on the digital divide?,"(A) A school allows students to bring a graphing calculator from home to complete in-class mathematics assignments.
(B) A school allows students to bring a tablet computer to class every day to participate in graded quizzes.
(C) A school provides a laptop or tablet computer to all students enrolled at the school.
(D) A school recommends that all students purchase a computer with as much processing speed as possible so that projects run faster.",C,mmlu_mc_cot
What might the pragmatic implications of biology be on post-conflict gender security?,"(A) Recent inquiry into the way in which women have been treated both in and after war has revealed a degree of ambiguity in the relationship between armed forces and civilian women. While women have often been the targets of violence by the enemy in conflict, it is also the case that they may suffer at the hands of their ""protectors"". This strengthens the argument for female soldiers to be engaged in certain types of peacekeeping work, particularly in post-conflict situations.
(B) Perpetuation of violence against women in post-conflict society has devalued the claim that violence is more prevalent in militarized societies. Women were as protected by men in pre-war society as they were in post-war society.
(C) Case studies revealed that in certain military families, levels of violence were dependent on the degree of psychological damage inflicted during fighting, however this was variable and dependent on the individual not on gender basis.
(D) Recent inquiry into the way in which women have been treated both in and after war has revealed a degree of ambiguity in the relationship between armed forces and civilian women. While women have often been the targets of violence by the enemy in conflict, it is also the case that they may suffer at the hands of their ""protectors"" which may actually undermine liberal feminists' case of the ""right to fight"".",A,mmlu_mc_cot
"The attempt by core countries to stimulate increased agricultural production in the periphery through use of technology, hybrid seed, and fertilizers is called the","(A) First Agricultural Revolution.
(B) Second Agricultural Revolution.
(C) Third Agricultural Revolution.
(D) Green Revolution.",D,mmlu_mc_cot
Which of the following best characterizes de Marneffe's view?,"(A) The use, sale, and manufacturing of drugs should be legal.
(B) The use, sale, and manufacturing of drugs should be illegal.
(C) The use of drugs should be legal, but the sale and manufacturing of them should be illegal.
(D) The use of drugs should be illegal, but the sale and manufacturing of them should be legal.",D,mmlu_mc_cot
"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:","(A) Inseparability.
(B) Variability.
(C) Intangibility.
(D) Perishability.",D,mmlu_mc_cot
Which of these types of survey question seeks qualitative information?,"(A) Likert scale
(B) Multiple choice
(C) Open-ended
(D) Yes/No",C,mmlu_mc_cot
Argon can be liquefied at low temperature because of,"(A) dipole-dipole attractive forces
(B) hydrogen bonding
(C) instantaneous and induced dipoles
(D) the very low temperature",C,mmlu_mc_cot
Regions share all of these characteristics EXCEPT,"(A) boundaries.
(B) common features.
(C) relative location.
(D) easily defined.",D,mmlu_mc_cot
Which of the following best describes the fallacy of special pleading?,"(A) Reasoning that ideas presented in an appealing manner are correct, regardless of the content of the message.
(B) Using language and punctuation in a way that a statement can have multiple interpretations, so it's not really clear what is meant.
(C) Confusing figurative language with literal language.
(D) Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms",D,mmlu_mc_cot
A substance that is NOT generally considered to be a toxic pollutant in water is,"(A) carbonic acid
(B) a halogenated hydrocarbon
(C) lead
(D) mercury",A,mmlu_mc_cot
"A member of the president's cabinet is said to have ""gone native"" when that cabinet member","(A) resigns to take a position as a consultant to lobbying groups
(B) cedes control of his or her department to lifelong bureaucrats within the department
(C) places his or her department's priorities above the president's
(D) accepts bribes or expensive favors from businesses regulated by his or her department",C,mmlu_mc_cot
"0.25 mol of a weak, monoprotic acid is dissolved in 0.25 L of distilled water. The pH was then measured as 4.26. What is the pKa of this weak acid?","(A) 4.26
(B) 8.52
(C) 7.52
(D) 3.66",B,mmlu_mc_cot
What is the most rapidly growing religion in the United States today?,"(A) Islam
(B) Christianity
(C) Hinduism
(D) Buddhism",A,mmlu_mc_cot
Heat is added to a cylindrical aluminum rod of radius Q and length ℓ. The temperature difference between the two ends of the rod varies from 10°C to 20°C. What geometric factors will influence the rate heat is transferred along the rod?,"(A) Only the length
(B) Only the area of the rod
(C) Both the length and area
(D) Neither the length nor area",C,mmlu_mc_cot
The basis for the answer in number 1 is,"(A) P or wage rate of labor > MRP of labor and with one additional unit of labor, wage rate < MRP.
(B) P or wage rate of labor < MRP of labor and with one additional unit of labor WI, > MRP.
(C) total revenue is at a maximum.
(D) total output is at a maximum.",B,mmlu_mc_cot
"Which foods tend to be consumed in lower quantities in Wales and Scotland (as of 2020)?
","(A) Meat
(B) Confectionary
(C) Fruits and vegetables
(D) Potatoes",C,mmlu_mc_cot
Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,"(A) Neutrons
(B) Alpha particles
(C) Beta particles
(D) X-rays",A,mmlu_mc_cot
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in","(A) speed
(B) momentum
(C) Both
(D) Neither",A,mmlu_mc_cot
The base composition of DNA varies from one species to another. Which of the following ratios would you expect to remain constant in the DNA?,"(A) Cytosine : Adenine
(B) Pyrimidine : Purine
(C) Adenine : Guanine
(D) Guanine : Deoxyribose",B,mmlu_mc_cot
"This question refers to the following information.
I don't know whether this world has meaning that transcends it. But I know that I do not know that meaning, and that it is impossible just now for me to know it. What can a meaning outside my condition mean to me? I can understand only in human terms.
Albert Camus, ""The Myth of Sisyphus,"" 1955
The author of the above passage was most associated with which of the following movements?","(A) Existentialism
(B) Religious fundamentalism
(C) New age syncretism
(D) Liberation theology",A,mmlu_mc_cot
Which Roman statesman encouraged civic religion in his work The Laws?,"(A) Varro
(B) Plato
(C) Cicero
(D) Augustus",C,mmlu_mc_cot
The phenomenon of beats results from sound,"(A) reflection.
(B) refraction.
(C) interference.
(D) All of these.",B,mmlu_mc_cot
"As of 2013, share of people in the United States who think political parties are corrupt is","(A) 36%
(B) 56%
(C) 76%
(D) 96%",C,mmlu_mc_cot
The soils of which of the following biomes has the highest rate of leaching and cycling of nutrients?,"(A) Tropical rain forest
(B) Tundra
(C) Taiga
(D) Desert",A,mmlu_mc_cot
Which of the following characteristics are generally consistent with date rape?,"(A) use of excessive force
(B) premeditated
(C) sexually motivated
(D) involves use of a weapon",C,mmlu_mc_cot
Which of the following is/are likely to cause coital pain for BOTH men and women?,"(A) infections
(B) foreskin too tight
(C) vaginismus
(D) both A and C",A,mmlu_mc_cot
"A 2 μF capacitor is connected directly to a battery. When the capacitor is fully charged, it stores 600 μC of charge. An experimenter replaces the 2 μF capacitor with three 18 μF capacitors in series connected to the same battery. Once the capacitors are fully charged, what charge is stored on each capacitor?","(A) 100 μC
(B) 200 μC
(C) 600 μC
(D) 1800 μC",D,mmlu_mc_cot
"More and more detrimental effects of malnutrition during childhood and adult life have been identified. The effects of over nutrition e.g. overweight and obesity are less well known. Overweight and obesity are associated with which of the following
","(A) Cardiovascular disease
(B) Breast cancer
(C) Type 2 diabetes (maturity onset)
(D) all of the options given are correct",D,mmlu_mc_cot
Specialisation is a feature of which organisational structure?,"(A) Matrix
(B) Divisional
(C) Multi-divisional
(D) Functional",D,mmlu_mc_cot
Which one of the following statements is false?,"(A) Protocol 14 changed the committee that hears admissibility cases from a three judge to a one judge formation
(B) Protocol 14 added a new criterion for admissibility
(C) Protocol 14 abolished the Commission of Human Rights
(D) Protocol 14 extended the judicial term of office for the European Court of Human Rights",C,mmlu_mc_cot
Which of the following most accurately describes a retrotransposon?,"(A) A DNA sequence that can move from one site in the genome to another without replicating
(B) A DNA sequence that can be deleted from the genome without consequence
(C) A DNA sequence that replicates via an RNA intermediate
(D) A DNA sequence that replicates via a protein intermediate",C,mmlu_mc_cot
Select the best translation into predicate logic: No artifacts are people.,"(A) ~Pa
(B) (∀x)(Ax ⊃ ~Px)
(C) ~Ap
(D) (∀x)(Ax • ~Px)",B,mmlu_mc_cot
What is the difference between conciliation and mediation?,"(A) Conciliation is the continuation of mediation with the difference that conciliation produces a binding result, while mediation not
(B) Conciliation is conducted exclusively by representatives of the UN Secretary-General, while mediation may also be conducted by third States' officials
(C) Mediation is usually conducted by a person appointed with the consent of the parties, while conciliation involves a commission, which proceeds to an impartial examination of the dispute and proposes settlement terms
(D) Conciliation is a method of dispute settlement pursued only by virtue of a treaty, while mediation may also be on an ad hoc basis",C,mmlu_mc_cot
"This question refers to the following information.
Literacy rates among the Russian-speaking population of late Imperial Russia and the Soviet Union, 1897–1955
Literacy Rate
1897  24%
1917  45%
1926  56%
1937  75%
1939  81.10%
1955  99.90%
Source: Census data and Soviet Ministry of Education
A historian sympathetic to Soviet communism would most likely use the chart as evidence to support which of the following propositions?","(A) The ideals of the Russian Revolution were betrayed by the Leninist and Stalinist regimes.
(B) Lenin and Stalin vastly improved Russian military preparedness.
(C) Communism has been made to work more efficiently in Russia than in China.
(D) Despite abuses on the part of Lenin and Stalin, the Soviet regime managed significant achievements.",D,mmlu_mc_cot
Rigg Steele and Urco Corps. all accrual-basis calendar-year C corporations have only voting common stock outstanding. Rigg owns 85 percent of Steele and 40 percent of Urco. Steele owns 50 percent of Urco. Which group of corporations qualifies as an affiliated group and may join in the filing of a consolidated federal income tax return?,"(A) Rigg and Urco.
(B) Urco and Steele.
(C) Rigg Steele and Urco.
(D) An affiliated group does not exist.",C,mmlu_mc_cot
What genre of Sikh literature is denoted by the term janam-sakhis?,"(A) Spiritual narratives
(B) Redemption narratives
(C) Birth narratives
(D) Theological narratives",C,mmlu_mc_cot
Which of the following statements is true of the temporomandibular joint?,"(A) It has an articular disc of hyaline cartilage
(B) Its articular surfaces are covered by hyaline cartilage
(C) Proprioceptive information is carried by the chorda tympani and deep temporal nerves
(D) Proprioceptive information is carried by the masseteric and auriculotemporal nerves.",D,mmlu_mc_cot
"If a warrant carries a right to buy one share of common stock and is exercisable at $20 per common share while the market price of a share is $30, the theoretical value of the warrant is:","(A) $20.00
(B) $10.00
(C) $5.00
(D) $0.00",B,mmlu_mc_cot
"This question refers to the following information.
Every two months His Majesty sends from Lima 60,000 pesos to pay for the mita of the Indians. Up on the Huanacavelica range there are 3,000 or 4,000 Indians working in the mercury mine, with picks and hammers, breaking up the ore. And when they have filled up their little sacks, the poor fellows, loaded down, climb up those ladders and rigging, so distressing that a man can hardly get up them. That is the way they work in this mine, with many lights and the loud noise of the pounding and great confusion. Nor is that the greatest evil; that is due to thievish and undisciplined superintendents. According to His Majesty's warrant, the mine owners at Potosí have a right to the mita of 13,300 Indians. These mita Indians earn each day 4 reals. Besides these there are others not under obligation, who hire themselves out voluntarily: these each get from 12 to 16 reals, and some up to 24, according to how well they wield their picks or their reputation for knowing how to get the ore out.
Antonio Vasquez de Espinosa, report on mining in Huanacavelica and Potosí, 1620s
The third principal reason the local Yakut and Tungus natives are ruined is that from the time they first came under Russian control, they have been forced to pay yasak tribute. Some have paid in sables, others in red foxes, still others in cash. At first there were plenty of furbearing animals there, but now there are no sables and not many foxes in those lands, from the shores of the Arctic Ocean all the way south to the great Lena River. Moreover, almost half the natives cannot hunt because they no longer have horses, many of which have been pawned to the yasak collectors.
Heinrich von Füch, ""On the Treatment of Natives in Northeast Siberia,"" 1744
According to the second passage, which of the following contributed most to the burden faced by native Siberians attempting to fulfill their tribute obligations?","(A) Interference by Russian Orthodox missionaries
(B) Native inexperience in hunting deep into the subarctic tundra
(C) Competition from Russian hunters and trappers
(D) Overhunting and depletion of furbearing animals",D,mmlu_mc_cot
The process of outsourcing a task or group of tasks to a generally large group of people is known as:,"(A) Social media marketing.
(B) Internet advertising.
(C) Crowdsourcing.
(D) E-marketing.",C,mmlu_mc_cot
"Statement 1 | For any two groups G and G', there exists a homomorphism of G into G'. Statement 2 | Every homomorphism is a one-to-one map.","(A) True, True
(B) False, False
(C) True, False
(D) False, True",C,mmlu_mc_cot
Which coefficient indicates the strongest correlation?,"(A) -1
(B) -0.33
(C) 0
(D) 0.5",A,mmlu_mc_cot
Which of the following would shift the aggregate demand curve to the left?,"(A) An increase in consumer confidence.
(B) Business firms expect lower sales in the future.
(C) Foreigners develop a preference for our products.
(D) Government increases its level of spending.",B,mmlu_mc_cot
